0 11 -nan(ind) -nan(ind) 21 -nan(ind) -nan(ind) 12 -nan(ind) -nan(ind) 22 -nan(ind) -nan(ind) 13 -nan(ind) -nan(ind) 23 -nan(ind) -nan(ind) 
17900 11 1.263568 0.219924 21 1.092975 0.182522 12 4.861173 1.008771 22 4.851508 1.029972 13 2.913799 0.683101 23 2.906955 0.656508 
18000 11 1.260093 0.216693 21 1.090685 0.182490 12 4.820139 1.014389 22 4.843861 1.025222 13 2.925417 0.692694 23 2.905139 0.666139 
18100 11 1.257110 0.215674 21 1.100476 0.183463 12 4.819475 1.018978 22 4.850663 1.027155 13 2.910718 0.689171 23 2.938646 0.664392 
18200 11 1.263029 0.218438 21 1.094968 0.182146 12 4.830989 1.019780 22 4.864313 1.030659 13 2.883736 0.685110 23 2.883681 0.661621 
18300 11 1.256814 0.217467 21 1.093524 0.181920 12 4.875984 1.023033 22 4.841776 1.019754 13 2.934180 0.689098 23 2.892268 0.654891 
18400 11 1.264465 0.217319 21 1.095047 0.181644 12 4.865462 1.029538 22 4.870978 1.030870 13 2.924429 0.687201 23 2.919538 0.663315 
18500 11 1.272487 0.218657 21 1.089544 0.183343 12 4.803486 1.005405 22 4.739216 1.018541 13 2.917676 0.694703 23 2.920730 0.663919 
18600 11 1.263903 0.217249 21 1.098863 0.182906 12 4.826505 1.026694 22 4.873145 1.035430 13 2.953522 0.700376 23 2.876210 0.666317 
18700 11 1.253756 0.215106 21 1.091261 0.179164 12 4.831578 1.029225 22 4.851310 1.026684 13 2.897781 0.679920 23 2.899251 0.653583 
18800 11 1.265356 0.218882 21 1.098869 0.180798 12 4.818404 1.029628 22 4.831197 1.025027 13 2.945771 0.704787 23 2.893590 0.656383 
18900 11 1.262480 0.216335 21 1.087641 0.178641 12 4.847778 1.018201 22 4.806878 1.017513 13 2.905053 0.692116 23 2.934312 0.668069 
19000 11 1.258264 0.217988 21 1.095685 0.178563 12 4.803553 1.015974 22 4.807921 1.015553 13 2.898000 0.700816 23 2.939579 0.665395 
19100 11 1.255688 0.218990 21 1.094615 0.181551 12 4.823848 1.009372 22 4.852277 1.025419 13 2.931440 0.697539 23 2.903089 0.657644 
19200 11 1.260065 0.215917 21 1.101355 0.182960 12 4.881224 1.032656 22 4.851224 1.036354 13 2.925885 0.699479 23 2.923359 0.660052 
19300 11 1.258707 0.218212 21 1.096667 0.181998 12 4.846917 1.018057 22 4.776891 1.023187 13 2.945052 0.698005 23 2.919430 0.664741 
19400 11 1.259536 0.219744 21 1.097752 0.182876 12 4.831108 1.020155 22 4.841160 1.024330 13 2.911521 0.700954 23 2.910412 0.652294 
19500 11 1.258853 0.218198 21 1.097595 0.184226 12 4.836282 1.025410 22 4.814000 1.024564 13 2.922897 0.698821 23 2.915359 0.673308 
19600 11 1.258374 0.218024 21 1.097219 0.181068 12 4.794464 1.021276 22 4.849158 1.029821 13 2.917959 0.684133 23 2.935485 0.676199 
19700 11 1.259740 0.219910 21 1.100182 0.183788 12 4.852132 1.027005 22 4.841599 1.034772 13 2.886345 0.686954 23 2.882919 0.651294 
19800 11 1.261941 0.213607 21 1.099245 0.181624 12 4.808561 1.021970 22 4.814975 1.035556 13 2.901414 0.699343 23 2.892449 0.653384 
19900 11 1.262375 0.219699 21 1.093257 0.180852 12 4.832789 1.015226 22 4.816256 1.028643 13 2.922638 0.703593 23 2.914925 0.656281 
20000 11 1.263455 0.218397 21 1.099086 0.181427 12 4.783500 1.011950 22 4.818550 1.013800 13 2.929450 0.702475 23 2.894225 0.658000 
20100 11 1.255503 0.216665 21 1.091446 0.179825 12 4.831244 1.028209 22 4.826617 1.027388 13 2.893483 0.683856 23 2.953507 0.657164 
20200 11 1.261565 0.212680 21 1.100054 0.182011 12 4.820866 1.022847 22 4.821955 1.019901 13 2.937574 0.703193 23 2.929431 0.665718 
20300 11 1.264437 0.215148 21 1.097958 0.183469 12 4.864187 1.029778 22 4.830567 1.028892 13 2.915887 0.697980 23 2.891158 0.661355 
20400 11 1.253623 0.217477 21 1.092955 0.184177 12 4.805294 1.036985 22 4.809877 1.012966 13 2.914240 0.705760 23 2.907132 0.661275 
20500 11 1.259228 0.215352 21 1.091707 0.181017 12 4.814927 1.011317 22 4.790390 1.007585 13 2.913293 0.686000 23 2.914829 0.661683 
20600 11 1.270041 0.222346 21 1.094571 0.182621 12 4.768714 1.012573 22 4.802840 1.023325 13 2.909223 0.688811 23 2.863835 0.647160 
20700 11 1.261228 0.216140 21 1.104345 0.177758 12 4.914034 1.033720 22 4.874106 1.026667 13 2.898140 0.697319 23 2.914179 0.660531 
20800 11 1.253946 0.215282 21 1.097550 0.180235 12 4.837091 1.025024 22 4.791995 1.024519 13 2.903077 0.689519 23 2.917043 0.650337 
20900 11 1.256167 0.218221 21 1.096571 0.185156 12 4.803828 1.023278 22 4.868684 1.027273 13 2.935742 0.701459 23 2.912488 0.661124 
21000 11 1.259223 0.217524 21 1.097942 0.183359 12 4.805952 1.016810 22 4.834452 1.024976 13 2.921476 0.706048 23 2.912357 0.666286 
21100 11 1.258964 0.218580 21 1.099440 0.181436 12 4.877464 1.025664 22 4.814100 1.021422 13 2.907962 0.683839 23 2.899005 0.652133 
21200 11 1.261070 0.214093 21 1.097960 0.182093 12 4.867594 1.016415 22 4.835236 1.024646 13 2.895991 0.688656 23 2.900920 0.659528 
21300 11 1.256546 0.217759 21 1.093109 0.181488 12 4.876033 1.031808 22 4.826385 1.022840 13 2.933239 0.684437 23 2.926526 0.666690 
21400 11 1.258524 0.218466 21 1.091371 0.182454 12 4.813692 1.017220 22 4.891121 1.025023 13 2.929556 0.688762 23 2.897547 0.648621 
21500 11 1.262526 0.217110 21 1.101010 0.184754 12 4.838442 1.031116 22 4.828535 1.018093 13 2.917605 0.699814 23 2.940419 0.666488 
21600 11 1.258039 0.221247 21 1.100151 0.183173 12 4.861042 1.024005 22 4.814792 1.018912 13 2.884120 0.683519 23 2.901157 0.660718 
21700 11 1.260773 0.219265 21 1.096115 0.181331 12 4.799770 1.019401 22 4.851267 1.027926 13 2.903065 0.683249 23 2.913594 0.662442 
21800 11 1.251844 0.215269 21 1.094539 0.179091 12 4.809771 1.027775 22 4.876514 1.026537 13 2.919656 0.689931 23 2.901055 0.660894 
21900 11 1.263312 0.217325 21 1.091722 0.181220 12 4.822100 1.025776 22 4.795662 1.011758 13 2.905205 0.693082 23 2.914178 0.655890 
22000 11 1.258018 0.216613 21 1.092446 0.180796 12 4.799159 1.018636 22 4.786818 1.022750 13 2.901000 0.689318 23 2.927795 0.668659 
22100 11 1.259405 0.217143 21 1.098616 0.181816 12 4.835294 1.021018 22 4.815271 1.021403 13 2.911493 0.689864 23 2.933552 0.649638 
22200 11 1.263653 0.215239 21 1.091603 0.181426 12 4.811126 1.005428 22 4.810315 1.015450 13 2.915270 0.688986 23 2.921509 0.664437 
22300 11 1.260273 0.217245 21 1.098600 0.181923 12 4.808991 1.016457 22 4.845605 1.030022 13 2.901973 0.703206 23 2.894574 0.655785 
22400 11 1.269366 0.216982 21 1.094682 0.183076 12 4.868125 1.028839 22 4.861473 1.026540 13 2.881964 0.680268 23 2.904576 0.657567 
22500 11 1.257378 0.216156 21 1.092160 0.180625 12 4.814289 1.020511 22 4.812333 1.021467 13 2.932089 0.707178 23 2.918067 0.672267 
22600 11 1.263396 0.214739 21 1.088324 0.179520 12 4.827810 1.022080 22 4.812367 1.013208 13 2.928230 0.687257 23 2.924071 0.660288 
22700 11 1.258942 0.217405 21 1.094502 0.179483 12 4.860485 1.026013 22 4.869559 1.027026 13 2.892974 0.681960 23 2.924251 0.664449 
22800 11 1.262886 0.215026 21 1.091242 0.183603 12 4.849803 1.010548 22 4.830636 1.013750 13 2.917083 0.693487 23 2.918311 0.656579 
22900 11 1.259799 0.217657 21 1.090274 0.181533 12 4.810175 1.023384 22 4.862271 1.031594 13 2.895109 0.697096 23 2.910175 0.672031 
23000 11 1.264855 0.219276 21 1.087619 0.181355 12 4.842783 1.023891 22 4.813196 1.027435 13 2.922370 0.693978 23 2.899478 0.652783 
23100 11 1.258517 0.216463 21 1.098694 0.182183 12 4.819935 1.024892 22 4.815649 1.031169 13 2.928701 0.690325 23 2.932857 0.665606 
23200 11 1.259259 0.218642 21 1.099418 0.180399 12 4.818211 1.021703 22 4.800539 1.014612 13 2.912845 0.689159 23 2.903448 0.661336 
23300 11 1.261232 0.215586 21 1.085577 0.177506 12 4.843004 1.027661 22 4.823498 1.022296 13 2.895429 0.688605 23 2.929742 0.651953 
23400 11 1.258854 0.214223 21 1.097171 0.182328 12 4.830641 1.029637 22 4.802479 1.019252 13 2.940021 0.699380 23 2.916987 0.661303 
23500 11 1.260902 0.217966 21 1.093874 0.182795 12 4.813340 1.021447 22 4.765809 1.005213 13 2.907915 0.688000 23 2.907000 0.663745 
23600 11 1.261990 0.219324 21 1.099853 0.183072 12 4.787924 1.018983 22 4.808263 1.038771 13 2.906250 0.694449 23 2.905148 0.664492 
23700 11 1.264379 0.216959 21 1.103810 0.183610 12 4.856814 1.023903 22 4.815949 1.024599 13 2.901624 0.695274 23 2.872405 0.648143 
23800 11 1.262490 0.216424 21 1.092961 0.180689 12 4.782017 1.027164 22 4.876239 1.033782 13 2.937584 0.698004 23 2.926576 0.662290 
23900 11 1.256589 0.215686 21 1.097091 0.181472 12 4.843577 1.028640 22 4.807050 1.029582 13 2.921318 0.687427 23 2.893054 0.654707 
24000 11 1.263290 0.215715 21 1.090758 0.181315 12 4.861979 1.017792 22 4.839667 1.017854 13 2.907146 0.696187 23 2.895958 0.651042 
24100 11 1.259782 0.216936 21 1.096243 0.179338 12 4.807241 1.021017 22 4.782344 1.015747 13 2.907386 0.687469 23 2.918631 0.663485 
24200 11 1.259244 0.219607 21 1.099196 0.180748 12 4.838884 1.029401 22 4.786839 1.021921 13 2.920888 0.696467 23 2.927562 0.665186 
24300 11 1.261653 0.218098 21 1.094628 0.182057 12 4.831605 1.016193 22 4.817346 1.012449 13 2.920864 0.694383 23 2.926029 0.662634 
24400 11 1.259223 0.219548 21 1.095164 0.182648 12 4.842070 1.022070 22 4.814016 1.017602 13 2.931209 0.696311 23 2.919570 0.667439 
24500 11 1.268630 0.218274 21 1.100156 0.181932 12 4.834980 1.021469 22 4.881204 1.038531 13 2.903041 0.690388 23 2.921510 0.666000 
24600 11 1.262256 0.219178 21 1.100297 0.181919 12 4.805508 1.022053 22 4.844715 1.016199 13 2.904228 0.695528 23 2.930264 0.664024 
24700 11 1.257610 0.220094 21 1.098596 0.181800 12 4.853623 1.030304 22 4.818765 1.025121 13 2.896599 0.694494 23 2.927895 0.662955 
24800 11 1.255784 0.217272 21 1.101256 0.183166 12 4.842359 1.022581 22 4.851552 1.022944 13 2.911048 0.693669 23 2.878548 0.658508 
24900 11 1.256911 0.218321 21 1.095955 0.180999 12 4.843675 1.030361 22 4.827972 1.021546 13 2.915161 0.686847 23 2.921225 0.653494 
25000 11 1.263883 0.219071 21 1.099317 0.184493 12 4.818760 1.016800 22 4.838580 1.024840 13 2.936700 0.699340 23 2.881020 0.664520 
25100 11 1.264563 0.219899 21 1.091352 0.182225 12 4.848506 1.018526 22 4.838765 1.025359 13 2.903765 0.693088 23 2.933745 0.669502 
25200 11 1.261640 0.216009 21 1.101259 0.183429 12 4.823115 1.017679 22 4.879067 1.029663 13 2.906310 0.703829 23 2.916845 0.666349 
25300 11 1.258878 0.216667 21 1.091387 0.182555 12 4.829960 1.018241 22 4.856502 1.025375 13 2.917154 0.690889 23 2.905079 0.663557 
25400 11 1.260563 0.220351 21 1.092091 0.183824 12 4.875571 1.021535 22 4.824685 1.032303 13 2.931142 0.696555 23 2.907244 0.663169 
25500 11 1.255054 0.211598 21 1.091647 0.179090 12 4.801863 1.021333 22 4.834294 1.023137 13 2.914098 0.704588 23 2.899275 0.665255 
25600 11 1.254155 0.218731 21 1.091470 0.181316 12 4.790000 1.020273 22 4.869512 1.035352 13 2.877500 0.688672 23 2.922363 0.660176 
25700 11 1.257636 0.215842 21 1.096536 0.180204 12 4.867412 1.038930 22 4.787354 1.020272 13 2.904358 0.692704 23 2.878911 0.649280 
25800 11 1.263954 0.217871 21 1.093525 0.179892 12 4.828527 1.018953 22 4.813682 1.018159 13 2.908915 0.695950 23 2.906124 0.659322 
25900 11 1.258664 0.217742 21 1.093568 0.178871 12 4.811988 1.019903 22 4.832278 1.026660 13 2.907432 0.692548 23 2.925232 0.670985 
26000 11 1.255770 0.219648 21 1.094805 0.180823 12 4.837769 1.026538 22 4.838712 1.021115 13 2.912904 0.689750 23 2.906327 0.654250 
26100 11 1.261278 0.215333 21 1.095231 0.182101 12 4.787433 1.019157 22 4.836858 1.020996 13 2.931571 0.695211 23 2.902586 0.661590 
26200 11 1.259061 0.214819 21 1.100069 0.179783 12 4.850534 1.037634 22 4.820611 1.018511 13 2.917538 0.708073 23 2.900802 0.653511 
26300 11 1.261409 0.218623 21 1.097528 0.180435 12 4.812091 1.026559 22 4.815475 1.018954 13 2.889144 0.685171 23 2.912605 0.664316 
26400 11 1.263124 0.216085 21 1.093574 0.181357 12 4.851458 1.026383 22 4.777159 1.016231 13 2.921894 0.698731 23 2.911477 0.656042 
26500 11 1.267660 0.215476 21 1.089221 0.180109 12 4.805245 1.016057 22 4.799792 1.018113 13 2.919000 0.692698 23 2.923170 0.657321 
26600 11 1.263669 0.215757 21 1.100351 0.183165 12 4.823252 1.021767 22 4.828064 1.021786 13 2.932594 0.700714 23 2.912632 0.669511 
26700 11 1.260091 0.218938 21 1.099225 0.182783 12 4.820131 1.022828 22 4.831536 1.035225 13 2.915562 0.698483 23 2.928727 0.662622 
26800 11 1.256883 0.215825 21 1.089885 0.178827 12 4.854291 1.019869 22 4.825690 1.026007 13 2.913619 0.695187 23 2.935093 0.669944 
26900 11 1.259287 0.217033 21 1.095030 0.179624 12 4.827528 1.018978 22 4.809610 1.018941 13 2.925483 0.686506 23 2.937937 0.663717 
27000 11 1.265594 0.218429 21 1.093454 0.182542 12 4.836741 1.021074 22 4.847074 1.033556 13 2.928907 0.702241 23 2.910630 0.659519 
27100 11 1.265006 0.218352 21 1.093928 0.182138 12 4.834889 1.016550 22 4.852878 1.036845 13 2.926015 0.695941 23 2.911070 0.662749 
27200 11 1.267945 0.221706 21 1.094877 0.182809 12 4.791563 1.016489 22 4.868327 1.023382 13 2.912812 0.688934 23 2.909669 0.658640 
27300 11 1.257318 0.217081 21 1.090192 0.178632 12 4.837381 1.025861 22 4.822546 1.026447 13 2.902527 0.685311 23 2.914377 0.654377 
27400 11 1.256198 0.215715 21 1.095241 0.179423 12 4.849434 1.028704 22 4.825292 1.016040 13 2.915036 0.696058 23 2.925237 0.664179 
27500 11 1.258539 0.214574 21 1.097956 0.181314 12 4.853618 1.031982 22 4.860618 1.024036 13 2.903236 0.689836 23 2.902800 0.653164 
27600 11 1.265322 0.218940 21 1.087244 0.180493 12 4.797736 1.021014 22 4.816649 1.020906 13 2.918025 0.695779 23 2.936920 0.663098 
27700 11 1.261145 0.215870 21 1.089496 0.180151 12 4.842130 1.023267 22 4.809874 1.017274 13 2.894531 0.691101 23 2.898375 0.663935 
27800 11 1.253435 0.217411 21 1.094835 0.179511 12 4.822050 1.022230 22 4.819406 1.021547 13 2.899802 0.685396 23 2.912014 0.658471 
27900 11 1.253688 0.217645 21 1.099598 0.185131 12 4.810914 1.022258 22 4.848244 1.018315 13 2.916272 0.692097 23 2.931039 0.663889 
28000 11 1.262064 0.218296 21 1.100803 0.180409 12 4.847179 1.027161 22 4.848607 1.019929 13 2.896982 0.689482 23 2.913339 0.661929 
28100 11 1.258353 0.218645 21 1.099698 0.182863 12 4.851708 1.039057 22 4.833577 1.025872 13 2.923665 0.699217 23 2.916263 0.661673 
28200 11 1.261799 0.215848 21 1.097522 0.179800 12 4.810071 1.013989 22 4.832092 1.029699 13 2.937358 0.696099 23 2.910443 0.665390 
28300 11 1.260647 0.217213 21 1.094515 0.180898 12 4.838463 1.027120 22 4.861042 1.028852 13 2.905265 0.690636 23 2.923392 0.663746 
28400 11 1.257105 0.216691 21 1.090982 0.178278 12 4.871708 1.037148 22 4.825511 1.022095 13 2.892887 0.698891 23 2.907042 0.655775 
28500 11 1.255341 0.214212 21 1.100264 0.182652 12 4.839035 1.029702 22 4.838456 1.026053 13 2.896421 0.690368 23 2.917368 0.665386 
28600 11 1.262652 0.218944 21 1.086479 0.180771 12 4.862080 1.024493 22 4.862640 1.032028 13 2.915420 0.695192 23 2.892517 0.667133 
28700 11 1.260503 0.217847 21 1.097875 0.182003 12 4.819007 1.022143 22 4.831969 1.025819 13 2.931185 0.696638 23 2.885105 0.665035 
28800 11 1.261942 0.216732 21 1.101266 0.180900 12 4.846285 1.029358 22 4.797830 1.018403 13 2.881962 0.685486 23 2.906233 0.654323 
28900 11 1.260926 0.217548 21 1.098712 0.183150 12 4.831453 1.033028 22 4.824464 1.014792 13 2.897007 0.684654 23 2.921540 0.663979 
29000 11 1.258632 0.219099 21 1.097492 0.180959 12 4.779276 1.017052 22 4.869966 1.026224 13 2.894190 0.679793 23 2.883948 0.657879 
29100 11 1.259034 0.218647 21 1.097366 0.182540 12 4.782801 1.021357 22 4.773694 1.012818 13 2.909691 0.692285 23 2.928351 0.666684 
29200 11 1.260191 0.217489 21 1.092572 0.181304 12 4.835171 1.024760 22 4.852962 1.026575 13 2.899555 0.687380 23 2.901935 0.663527 
29300 11 1.262829 0.218361 21 1.094041 0.180020 12 4.804625 1.020068 22 4.851246 1.029044 13 2.907543 0.690222 23 2.919215 0.651587 
29400 11 1.263964 0.218092 21 1.097960 0.181894 12 4.845374 1.022874 22 4.837466 1.018299 13 2.916548 0.687585 23 2.923946 0.662908 
29500 11 1.257494 0.218073 21 1.094753 0.181864 12 4.853559 1.026915 22 4.825475 1.023153 13 2.913085 0.692847 23 2.919068 0.656763 
29600 11 1.261132 0.217762 21 1.091701 0.180797 12 4.850828 1.027111 22 4.809358 1.021030 13 2.925608 0.696672 23 2.915000 0.658868 
29700 11 1.263805 0.217498 21 1.097718 0.179074 12 4.849663 1.031616 22 4.769192 1.012222 13 2.893788 0.685421 23 2.901061 0.657205 
29800 11 1.256777 0.218087 21 1.089630 0.178491 12 4.843607 1.030520 22 4.823389 1.025436 13 2.920789 0.690017 23 2.910319 0.658305 
29900 11 1.258050 0.212807 21 1.096941 0.182611 12 4.828378 1.020920 22 4.818930 1.027893 13 2.942843 0.688863 23 2.928980 0.664900 
30000 11 1.257403 0.217425 21 1.092771 0.180299 12 4.843467 1.018733 22 4.818117 1.022050 13 2.898150 0.683833 23 2.903250 0.661450 
30100 11 1.258784 0.218010 21 1.095710 0.181929 12 4.825565 1.026811 22 4.832027 1.022724 13 2.927608 0.692608 23 2.918106 0.657757 
30200 11 1.260062 0.216535 21 1.091236 0.182591 12 4.792086 1.021838 22 4.833924 1.026722 13 2.935563 0.701854 23 2.923179 0.660778 
30300 11 1.264650 0.219922 21 1.095861 0.181397 12 4.878201 1.036073 22 4.841799 1.025594 13 2.906056 0.694637 23 2.908696 0.663383 
30400 11 1.257413 0.219197 21 1.095462 0.181492 12 4.853553 1.028306 22 4.837451 1.030280 13 2.923141 0.694490 23 2.902747 0.661053 
30500 11 1.259581 0.218378 21 1.095916 0.180153 12 4.779672 1.019197 22 4.829049 1.028000 13 2.913197 0.689459 23 2.910230 0.663230 
30600 11 1.257217 0.217281 21 1.099461 0.183558 12 4.869886 1.024020 22 4.859118 1.022712 13 2.912353 0.688627 23 2.916520 0.660049 
30700 11 1.255384 0.218557 21 1.091100 0.181915 12 4.809235 1.021498 22 4.839902 1.030586 13 2.926808 0.694756 23 2.899267 0.655993 
30800 11 1.259892 0.216672 21 1.095561 0.180369 12 4.832695 1.024805 22 4.845244 1.019870 13 2.899205 0.683799 23 2.892532 0.668003 
30900 11 1.263765 0.216126 21 1.094304 0.180209 12 4.806699 1.020437 22 4.836392 1.028317 13 2.915421 0.699159 23 2.921392 0.666958 
31000 11 1.260110 0.216808 21 1.093921 0.179962 12 4.838613 1.022903 22 4.806597 1.023113 13 2.923419 0.693968 23 2.912742 0.663919 
31100 11 1.263240 0.217447 21 1.093593 0.181352 12 4.836045 1.025096 22 4.847379 1.035804 13 2.905354 0.694357 23 2.919389 0.666768 
31200 11 1.261379 0.217941 21 1.094615 0.181225 12 4.826538 1.032324 22 4.825337 1.023013 13 2.890897 0.690897 23 2.903750 0.664054 
31300 11 1.261782 0.218196 21 1.091096 0.180375 12 4.836406 1.029904 22 4.779073 1.021150 13 2.926006 0.692812 23 2.921981 0.652684 
31400 11 1.252306 0.219099 21 1.097912 0.182617 12 4.824682 1.023567 22 4.826656 1.030971 13 2.940318 0.693153 23 2.910796 0.661752 
31500 11 1.260888 0.215747 21 1.089137 0.180395 12 4.797508 1.024619 22 4.817571 1.014683 13 2.915381 0.693302 23 2.918746 0.667492 
31600 11 1.261512 0.217107 21 1.095538 0.179078 12 4.809620 1.023228 22 4.810095 1.016915 13 2.923655 0.691456 23 2.922595 0.662785 
31700 11 1.265095 0.216233 21 1.090622 0.181327 12 4.870915 1.017161 22 4.824606 1.016293 13 2.919290 0.697524 23 2.919937 0.658265 
31800 11 1.260936 0.217526 21 1.088498 0.180516 12 4.877972 1.028506 22 4.825833 1.015362 13 2.896509 0.692783 23 2.920142 0.667940 
31900 11 1.254641 0.214979 21 1.089892 0.177930 12 4.841019 1.026364 22 4.854624 1.025141 13 2.915893 0.689310 23 2.910846 0.665611 
32000 11 1.261787 0.218188 21 1.097405 0.183505 12 4.868984 1.029438 22 4.836078 1.024312 13 2.900297 0.688016 23 2.916062 0.664875 
32100 11 1.265216 0.213963 21 1.093629 0.180830 12 4.872788 1.027414 22 4.848536 1.025265 13 2.893925 0.686604 23 2.880966 0.656947 
32200 11 1.260335 0.218505 21 1.089357 0.181651 12 4.864752 1.034860 22 4.884674 1.034130 13 2.921693 0.701382 23 2.914984 0.666118 
32300 11 1.256672 0.218811 21 1.092607 0.181933 12 4.787941 1.022864 22 4.849257 1.028421 13 2.907693 0.696904 23 2.906161 0.660232 
32400 11 1.255920 0.215787 21 1.086744 0.179904 12 4.811188 1.016836 22 4.871497 1.032747 13 2.910802 0.700741 23 2.900448 0.654228 
32500 11 1.260425 0.218301 21 1.095472 0.182015 12 4.817385 1.029308 22 4.860800 1.030708 13 2.922862 0.696923 23 2.916708 0.669662 
32600 11 1.256096 0.219142 21 1.094101 0.182088 12 4.880307 1.026656 22 4.826396 1.024724 13 2.909064 0.686718 23 2.917531 0.661273 
32700 11 1.264552 0.219107 21 1.090843 0.180431 12 4.794480 1.026606 22 4.838440 1.034679 13 2.911590 0.699021 23 2.925505 0.664817 
32800 11 1.268149 0.217555 21 1.096599 0.182835 12 4.805640 1.019192 22 4.855396 1.032713 13 2.937530 0.694939 23 2.881143 0.658918 
32900 11 1.258048 0.217485 21 1.092505 0.181723 12 4.885380 1.035274 22 4.820000 1.028131 13 2.926216 0.695304 23 2.902477 0.662097 
33000 11 1.266989 0.218532 21 1.104866 0.183201 12 4.816076 1.019545 22 4.787894 1.006470 13 2.910197 0.695924 23 2.924970 0.670348 
33100 11 1.259165 0.217763 21 1.094273 0.179945 12 4.824290 1.026254 22 4.847764 1.028927 13 2.901511 0.688746 23 2.919275 0.660498 
33200 11 1.255460 0.217525 21 1.098189 0.183249 12 4.841551 1.023012 22 4.792078 1.013720 13 2.913223 0.693268 23 2.892711 0.665331 
33300 11 1.266245 0.217851 21 1.094720 0.179140 12 4.815721 1.016426 22 4.857132 1.024369 13 2.912267 0.693694 23 2.910270 0.664069 
33400 11 1.255536 0.216131 21 1.095197 0.181732 12 4.860838 1.031901 22 4.859850 1.021138 13 2.899192 0.693862 23 2.919716 0.664940 
33500 11 1.257800 0.220021 21 1.087830 0.181034 12 4.851970 1.020030 22 4.817940 1.018657 13 2.911507 0.702642 23 2.907896 0.659985 
33600 11 1.258170 0.219207 21 1.095195 0.179939 12 4.836146 1.023527 22 4.834568 1.021295 13 2.884063 0.687068 23 2.921726 0.659360 
33700 11 1.261069 0.215913 21 1.096712 0.183812 12 4.837819 1.026869 22 4.818798 1.020312 13 2.911691 0.698531 23 2.892878 0.658694 
33800 11 1.261062 0.218055 21 1.099169 0.180626 12 4.838950 1.022825 22 4.826938 1.023861 13 2.925725 0.699749 23 2.933536 0.662663 
33900 11 1.259739 0.218861 21 1.093063 0.181599 12 4.842876 1.026637 22 4.809115 1.023643 13 2.896991 0.694912 23 2.911283 0.656254 
